AnimalID,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,percent,Health_condition,SexOutcome,WildMammalsOrNot,DaysInShelter
A784901,11,Austin,Public Assist,Normal,Cat,Spayed Female,4567,Domestic Cat Breed,Blue series,12,5,Spayed Female,4578,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A764613,1,Austin,Public Assist,Normal,Dog,Intact Male,739,Working Dog Breed,Brown series,1,1,Neutered Male,740,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A746628,4,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Brown series,4,4,Unknown,366,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A751610,6,Austin,Stray,Normal,Dog,Intact Female,151,Retriever Dog Breed,Red series,6,1,Spayed Female,159,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A690641,10,Austin,Owner Surrender,Normal,Cat,Spayed Female,68,Domestic Cat Breed,Pattern,11,8,Spayed Female,86,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A736891,10,Austin,Owner Surrender,Normal,Cat,Spayed Female,731,Domestic Cat Breed,Pattern,12,10,Spayed Female,786,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A697812,3,Austin,Owner Surrender,Normal,Cat,Spayed Female,2191,Domestic Cat Breed,Pattern,3,3,Spayed Female,2198,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A811117,12,Austin,Stray,Normal,Dog,Intact Male,275,Terrier Dog Breed,Pattern,1,3,Intact Male,281,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A784159,11,Austin,Stray,Normal,Dog,Intact Male,365,Retriever Dog Breed,Black,2,11,Neutered Male,452,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A635761,5,Austin,Public Assist,Normal,Dog,Neutered Male,993,Hound Dong Breed,Red series,5,8,Neutered Male,994,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A802627,8,Austin,Stray,Normal,Cat,Intact Female,21,Domestic Cat Breed,Black,11,7,Spayed Female,104,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A774247,6,Austin,Stray,Normal,Cat,Intact Female,21,Domestic Cat Breed,Bi color,7,5,Intact Female,64,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A665174,10,Austin,Owner Surrender,Normal,Dog,Neutered Male,731,Terrier Dog Breed,Pattern,12,10,Neutered Male,780,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A665247,10,Travis,Wildlife,Sick,Other,Unknown,365,Mice predating small mammals,Bi color,10,10,Unknown,365,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A721439,2,Austin,Stray,Normal,Dog,Neutered Male,1094,Retriever Dog Breed,Bi color,2,2,Neutered Male,1095,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A761975,3,Austin,Stray,Normal,Dog,Spayed Female,2327,Terrier Dog Breed,Bi color,3,11,Spayed Female,2329,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A790180,3,Manor,Wildlife,Sick,Other,Unknown,730,Mice predating small mammals,Bi color,3,3,Unknown,730,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A685500,8,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Black,8,8,Intact Female,366,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A735730,9,Austin,Stray,Normal,Cat,Intact Female,92,Domestic Cat Breed,Pattern,10,6,Spayed Female,96,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A720995,2,Austin,Owner Surrender,Normal,Dog,Intact Female,365,Hound Dong Breed,Bi color,2,2,Spayed Female,373,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A711824,9,Austin,Stray,Normal,Cat,Intact Female,35,Domestic Cat Breed,Pattern,11,8,Spayed Female,112,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A751322,6,Austin,Stray,Normal,Other,Unknown,182,Pig,Bi color,6,12,Unknown,184,0.0,1.1363636363636365,Healthy,Unknown,Not Wild Mammals,2-3 days
A757780,9,Austin,Stray,Normal,Dog,Intact Male,365,Working Dog Breed,Bi color,9,9,Neutered Male,375,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A721070,2,Austin,Owner Surrender,Normal,Cat,Neutered Male,612,Domestic Cat Breed,Pattern,2,6,Neutered Male,621,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A757532,9,Pflugerville,Stray,Normal,Cat,Neutered Male,1826,Shorthair Cat Breed,Pattern,9,9,Neutered Male,1847,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A785993,12,Manor,Stray,Normal,Dog,Intact Female,1096,Terrier Dog Breed,Bi color,12,12,Spayed Female,1100,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A744926,3,Austin,Owner Surrender,Normal,Dog,Intact Female,181,Retriever Dog Breed,Bi color,3,9,Spayed Female,186,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A769466,4,Del Valle,Owner Surrender,Normal,Cat,Spayed Female,424,Domestic Cat Breed,Black,4,2,Spayed Female,430,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A743627,2,Austin,Stray,Normal,Dog,Intact Female,366,Terrier Dog Breed,Bi color,2,2,Spayed Female,372,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A794262,5,Austin,Stray,Sick,Cat,Spayed Female,2922,Domestic Cat Breed,Black,5,5,Spayed Female,2922,1.0,0.38314176245210724,Unhealthy,Sterilized,Not Wild Mammals,0-1 days
A792853,4,Cedar Park,Stray,Normal,Cat,Unknown,7,Domestic Cat Breed,Pattern,4,4,Unknown,9,0.0,1.1363636363636365,Healthy,Unknown,Not Wild Mammals,2-3 days
A741707,1,Austin,Stray,Normal,Cat,Intact Female,31,Domestic Cat Breed,Red series,1,12,Intact Female,32,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A763769,12,Austin,Wildlife,Injured,Bird,Unknown,365,Large bird,Brown series,12,12,Unknown,365,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
