AnimalID,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,percent,Health_condition,SexOutcome,WildMammalsOrNot,DaysInShelter
A704484,6,Leander,Stray,Normal,Cat,Intact Female,19,Domestic Cat Breed,Black,6,5,Intact Female,20,1.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A780287,9,Austin,Stray,Normal,Dog,Intact Male,2556,Toy Breed,Gold series,9,9,Intact Male,2557,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A761959,11,Austin,Stray,Normal,Dog,Intact Female,1461,Terrier Dog Breed,Bi color,12,11,Spayed Female,1501,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A636828,10,Austin,Euthanasia Request,Normal,Dog,Intact Male,761,Terrier Dog Breed,Bi color,10,9,Intact Male,761,1.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A667079,11,Austin,Stray,Normal,Dog,Intact Male,2557,Toy Breed,Bi color,11,11,Neutered Male,2566,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A689136,9,Austin,Stray,Normal,Cat,Intact Male,62,Domestic Cat Breed,Pattern,10,7,Neutered Male,75,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A745009,3,Austin,Stray,Aged,Dog,Intact Male,5283,Terrier Dog Breed,Bi color,3,9,Intact Male,5285,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A793837,4,Austin,Stray,Pregnant,Cat,Intact Female,1095,Domestic Cat Breed,White,5,4,Intact Female,1096,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A755374,8,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Black,8,8,Intact Female,376,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A710252,8,Austin,Stray,Normal,Dog,Intact Female,181,Working Dog Breed,Blue series,8,2,Spayed Female,185,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A702270,5,Austin,Stray,Nursing,Cat,Unknown,10,Domestic Cat Breed,Pattern,5,5,Unknown,10,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A779282,8,Austin,Stray,Normal,Cat,Intact Female,92,Domestic Cat Breed,Black,9,5,Intact Female,96,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A706447,6,Austin,Stray,Normal,Cat,Intact Female,53,Domestic Cat Breed,Pattern,7,5,Intact Female,84,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A749520,5,Austin,Stray,Normal,Cat,Intact Female,1,Domestic Cat Breed,Pattern,6,5,Intact Female,29,1.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A702733,5,Austin,Stray,Normal,Cat,Unknown,730,Domestic Cat Breed,Pattern,5,5,Unknown,731,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A708435,7,Austin,Stray,Normal,Cat,Intact Female,2,Shorthair Cat Breed,Pattern,9,7,Intact Female,58,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A783066,10,Austin,Stray,Normal,Cat,Intact Male,365,Domestic Cat Breed,Bi color,10,10,Intact Male,369,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A799969,7,Austin,Stray,Normal,Dog,Neutered Male,4383,Toy Breed,Brown series,7,7,Neutered Male,4383,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A689190,9,Austin,Stray,Normal,Dog,Intact Male,365,Hound Dong Breed,Pattern,10,9,Neutered Male,386,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A757584,9,Austin,Owner Surrender,Normal,Dog,Intact Female,184,Retriever Dog Breed,Bi color,9,3,Spayed Female,189,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A769847,4,Austin,Owner Surrender,Normal,Dog,Intact Female,2282,Toy Breed,Bi color,4,1,Spayed Female,2292,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A715476,11,Austin,Stray,Aged,Dog,Spayed Female,5844,Terrier Dog Breed,Bi color,11,11,Spayed Female,5844,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A735774,9,Austin,Stray,Normal,Cat,Unknown,15,Domestic Cat Breed,Pattern,9,9,Unknown,15,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A715711,11,Austin,Owner Surrender,Normal,Cat,Intact Male,184,Domestic Cat Breed,Pattern,11,5,Neutered Male,191,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A770127,4,Austin,Stray,Normal,Cat,Intact Female,59,Domestic Cat Breed,Pattern,4,2,Spayed Female,64,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A787221,1,Austin,Stray,Normal,Dog,Intact Female,1096,Retriever Dog Breed,Bi color,1,1,Intact Female,1097,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A781850,10,Del Valle,Owner Surrender,Normal,Cat,Spayed Female,1461,Domestic Cat Breed,Pattern,12,10,Spayed Female,1519,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A791061,3,Austin,Stray,Normal,Dog,Intact Male,1461,Working Dog Breed,Bi color,3,3,Neutered Male,1469,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A733826,8,Travis,Owner Surrender,Normal,Other,Intact Male,244,Rabbit,Bi color,9,12,Intact Male,251,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A791411,3,Manor,Stray,Normal,Dog,Intact Male,243,Working Dog Breed,Pattern,3,7,Neutered Male,248,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A733400,8,Austin,Stray,Normal,Cat,Intact Male,107,Domestic Cat Breed,Pattern,8,5,Neutered Male,108,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A722984,3,Austin,Stray,Normal,Dog,Intact Male,60,Working Dog Breed,Bi color,3,1,Neutered Male,64,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A767446,3,Leander,Owner Surrender,Normal,Cat,Intact Female,35,Domestic Cat Breed,Pattern,3,1,Spayed Female,65,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A808870,11,Austin,Stray,Aged,Dog,Intact Female,2922,Working Dog Breed,Bi color,12,11,Intact Female,2938,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A675427,3,Austin,Stray,Normal,Dog,Intact Male,59,Toy Breed,Bi color,4,1,Neutered Male,66,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A720921,2,Austin,Stray,Sick,Cat,Intact Male,1826,Domestic Cat Breed,Pattern,2,2,Intact Male,1829,0.0,1.1363636363636365,Unhealthy,Intact,Not Wild Mammals,2-3 days
A774859,6,Austin,Stray,Normal,Dog,Intact Female,31,Herding Dog Breed,Bi color,7,5,Intact Female,50,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A674417,3,Austin,Stray,Normal,Dog,Intact Male,304,Toy Breed,Pattern,3,5,Neutered Male,309,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A768782,3,Austin,Public Assist,Normal,Cat,Neutered Male,2927,Domestic Cat Breed,Bi color,4,3,Neutered Male,2929,1.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A692137,11,Austin,Stray,Normal,Dog,Intact Male,549,Terrier Dog Breed,Bi color,11,5,Intact Male,550,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A753750,7,Austin,Owner Surrender,Normal,Dog,Intact Male,20,Toy Breed,Brown series,7,6,Intact Male,22,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A771512,5,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Pattern,5,5,Intact Female,368,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A721287,9,Austin,Stray,Normal,Dog,Neutered Male,278,Retriever Dog Breed,Bi color,10,12,Neutered Male,285,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A679108,5,Austin,Stray,Normal,Dog,Intact Male,238,Hound Dong Breed,Bi color,5,9,Neutered Male,243,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A796772,6,Austin,Stray,Normal,Cat,Intact Male,26,Domestic Cat Breed,Pattern,7,5,Intact Male,65,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A788206,1,Austin,Stray,Normal,Dog,Intact Male,365,Retriever Dog Breed,Bi color,2,1,Intact Male,374,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A641781,7,Austin,Stray,Normal,Dog,Spayed Female,1156,Retriever Dog Breed,Bi color,8,5,Spayed Female,1193,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A747123,4,Austin,Stray,Normal,Cat,Intact Female,38,Domestic Cat Breed,Bi color,4,3,Intact Female,39,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A725603,4,Austin,Owner Surrender,Normal,Dog,Neutered Male,1014,Terrier Dog Breed,Bi color,5,7,Neutered Male,1016,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A723337,3,Austin,Stray,Normal,Dog,Intact Female,731,Toy Breed,Bi color,4,3,Spayed Female,736,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A751028,6,Austin,Stray,Normal,Cat,Intact Male,38,Domestic Cat Breed,Blue series,7,4,Neutered Male,66,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A764836,1,Austin,Stray,Injured,Cat,Intact Male,731,Domestic Cat Breed,Pattern,1,1,Intact Male,731,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A794001,5,Austin,Stray,Normal,Cat,Intact Female,29,Domestic Cat Breed,Blue series,6,4,Spayed Female,81,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A716675,11,Austin,Stray,Normal,Dog,Intact Female,1095,Toy Breed,Brown series,11,11,Spayed Female,1101,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A712626,9,Austin,Stray,Normal,Cat,Intact Female,92,Domestic Cat Breed,Pattern,10,6,Spayed Female,103,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A685202,8,Austin,Owner Surrender,Normal,Cat,Intact Male,38,Domestic Cat Breed,Blue series,8,6,Neutered Male,58,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A790276,3,Austin,Stray,Injured,Cat,Intact Male,730,Shorthair Cat Breed,Pattern,3,3,Neutered Male,748,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A725032,4,Austin,Stray,Normal,Dog,Intact Female,75,Retriever Dog Breed,Bi color,4,2,Intact Female,75,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A670439,1,Austin,Stray,Normal,Dog,Neutered Male,1826,Retriever Dog Breed,Gold series,1,1,Neutered Male,1827,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A747529,4,Austin,Stray,Normal,Cat,Unknown,15,Domestic Cat Breed,Pattern,4,4,Unknown,15,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A690422,10,Austin,Owner Surrender,Normal,Cat,Intact Female,76,Shorthair Cat Breed,Pattern,10,8,Intact Female,77,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A794344,5,Travis,Stray,Nursing,Cat,Intact Male,29,Domestic Cat Breed,Black,6,4,Neutered Male,78,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A794226,5,Austin,Stray,Normal,Dog,Intact Male,76,Working Dog Breed,Pattern,5,2,Intact Male,77,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A766583,2,Austin,Stray,Normal,Dog,Intact Male,1096,Toy Breed,Pattern,2,2,Intact Male,1097,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A754221,7,Austin,Owner Surrender,Normal,Cat,Intact Male,242,Domestic Cat Breed,Pattern,7,11,Neutered Male,246,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A803780,9,Travis,Stray,Injured,Dog,Intact Male,1826,Working Dog Breed,Bi color,10,9,Neutered Male,1874,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A704486,6,Austin,Stray,Normal,Cat,Spayed Female,1095,Domestic Cat Breed,Black,6,6,Spayed Female,1096,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A702907,5,Austin,Stray,Normal,Cat,Intact Male,30,Domestic Cat Breed,Black,5,4,Intact Male,30,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A801732,8,Austin,Wildlife,Sick,Other,Unknown,730,Procyonidae,Bi color,8,8,Unknown,731,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A710645,8,Austin,Stray,Injured,Other,Unknown,365,Procyonidae,Bi color,8,8,Unknown,366,0.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A689744,10,Austin,Stray,Normal,Dog,Intact Male,1096,Toy Breed,Bi color,10,10,Neutered Male,1101,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A767055,2,Austin,Stray,Normal,Cat,Intact Female,306,Domestic Cat Breed,Pattern,3,4,Intact Female,318,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A724677,4,Austin,Stray,Normal,Cat,Intact Male,45,Domestic Cat Breed,Bi color,5,3,Neutered Male,62,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A737041,10,Austin,Owner Surrender,Normal,Cat,Intact Male,72,Domestic Cat Breed,Pattern,10,8,Neutered Male,81,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A697098,2,Austin,Stray,Sick,Dog,Intact Female,37,Working Dog Breed,Bi color,2,1,Intact Female,37,0.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A669472,12,Manor,Stray,Normal,Dog,Intact Male,1644,Terrier Dog Breed,Bi color,12,6,Neutered Male,1649,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A689092,9,Austin,Stray,Normal,Cat,Intact Male,730,Longhair Cat Breed,Pattern,9,9,Intact Male,731,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A801898,8,Austin,Owner Surrender,Normal,Dog,Intact Female,212,Herding Dog Breed,Bi color,8,1,Intact Female,215,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A732681,8,Austin,Owner Surrender,Normal,Dog,Neutered Male,1096,Working Dog Breed,Bi color,1,8,Neutered Male,1256,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A746681,4,Austin,Stray,Other,Dog,Intact Male,731,Retriever Dog Breed,Black,4,4,Neutered Male,735,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A752308,6,Austin,Owner Surrender,Normal,Cat,Spayed Female,2192,Domestic Cat Breed,Pattern,6,6,Spayed Female,2194,1.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A784718,11,Austin,Stray,Injured,Dog,Spayed Female,2802,Retriever Dog Breed,Brown series,11,3,Spayed Female,2803,0.0,0.38314176245210724,Unhealthy,Sterilized,Not Wild Mammals,0-1 days
A738808,11,Austin,Owner Surrender,Normal,Dog,Spayed Female,366,Retriever Dog Breed,Bi color,11,11,Spayed Female,371,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A764349,12,Austin,Owner Surrender,Normal,Cat,Intact Male,61,Domestic Cat Breed,Bi color,1,10,Neutered Male,68,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A755341,8,Austin,Owner Surrender,Normal,Dog,Spayed Female,190,Retriever Dog Breed,Black,8,2,Spayed Female,192,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A726398,5,Austin,Owner Surrender,Normal,Cat,Intact Male,61,Domestic Cat Breed,Black,5,3,Intact Male,68,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A723794,4,Austin,Stray,Normal,Dog,Intact Female,3288,Retriever Dog Breed,Bi color,4,4,Intact Female,3296,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A722573,3,Austin,Stray,Normal,Dog,Intact Male,731,Terrier Dog Breed,Bi color,4,3,Neutered Male,746,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A778777,8,Austin,Stray,Normal,Cat,Intact Female,365,Domestic Cat Breed,Bi color,8,8,Intact Female,369,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A786864,1,Austin,Stray,Normal,Dog,Neutered Male,5844,Toy Breed,Bi color,1,1,Neutered Male,5844,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A786672,12,Austin,Stray,Injured,Dog,Intact Female,730,Working Dog Breed,Bi color,12,12,Intact Female,731,0.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A772046,5,Austin,Stray,Normal,Dog,Intact Male,365,Toy Breed,Bi color,5,5,Intact Male,369,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A737763,11,Travis,Stray,Normal,Dog,Intact Male,1096,Terrier Dog Breed,White,11,11,Neutered Male,1103,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A799237,7,Austin,Stray,Normal,Dog,Intact Female,365,Retriever Dog Breed,Bi color,7,7,Intact Female,377,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A681460,6,Austin,Public Assist,Normal,Dog,Spayed Female,3652,Working Dog Breed,Bi color,6,6,Spayed Female,3653,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A677954,5,Austin,Public Assist,Sick,Dog,Intact Female,3652,Retriever Dog Breed,Gold series,5,5,Intact Female,3652,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A756777,8,Austin,Owner Surrender,Normal,Dog,Intact Male,1096,Toy Breed,Bi color,8,8,Intact Male,1097,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A773485,6,Austin,Stray,Normal,Dog,Intact Female,730,Retriever Dog Breed,Bi color,6,6,Spayed Female,756,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A789263,2,Austin,Wildlife,Sick,Other,Unknown,365,Bat,Black,2,2,Unknown,365,1.0,0.38314176245210724,Unhealthy,Unknown,Wild Mammals,0-1 days
A743486,2,Austin,Owner Surrender,Normal,Dog,Intact Male,77,Retriever Dog Breed,Bi color,2,11,Intact Male,77,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A783717,11,Webberville,Stray,Normal,Dog,Intact Male,168,Working Dog Breed,White,12,5,Neutered Male,204,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A760369,10,Austin,Stray,Normal,Dog,Neutered Male,2434,Terrier Dog Breed,Bi color,10,2,Neutered Male,2434,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A801487,8,Austin,Stray,Normal,Dog,Intact Female,53,Toy Breed,Pattern,8,6,Intact Female,58,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A578068,9,Austin,Owner Surrender,Normal,Cat,Neutered Male,2355,Domestic Cat Breed,Pattern,10,4,Neutered Male,2366,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A723317,3,Austin,Stray,Normal,Cat,Intact Male,16,Domestic Cat Breed,Pattern,4,3,Intact Male,23,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A731601,7,Austin,Stray,Normal,Cat,Intact Female,112,Domestic Cat Breed,Pattern,7,4,Spayed Female,113,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A728119,5,Austin,Stray,Normal,Cat,Intact Female,30,Shorthair Cat Breed,Pattern,7,5,Spayed Female,72,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A717182,12,Austin,Owner Surrender,Normal,Dog,Intact Male,730,Toy Breed,Bi color,12,12,Neutered Male,741,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A810978,1,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,94,Herding Dog Breed,Bi color,1,10,Neutered Male,96,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A786707,12,Manor,Stray,Normal,Dog,Intact Male,730,Working Dog Breed,Bi color,1,12,Intact Male,733,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A775809,7,Austin,Stray,Normal,Cat,Intact Female,61,Shorthair Cat Breed,Pattern,7,5,Intact Female,61,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A712456,11,Austin,Stray,Normal,Dog,Neutered Male,1887,Working Dog Breed,Bi color,12,9,Neutered Male,1902,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A724121,4,Austin,Stray,Normal,Dog,Intact Female,46,Terrier Dog Breed,Bi color,4,2,Intact Female,50,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A731553,7,Austin,Owner Surrender,Normal,Cat,Intact Male,77,Domestic Cat Breed,Black,8,5,Neutered Male,97,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A739851,12,Austin,Public Assist,Normal,Cat,Intact Female,731,Domestic Cat Breed,Pattern,7,12,Spayed Female,962,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A698553,3,Austin,Stray,Normal,Dog,Intact Male,181,Working Dog Breed,Bi color,3,9,Neutered Male,189,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A599278,12,Austin,Stray,Normal,Dog,Intact Male,2072,Working Dog Breed,Gold series,1,4,Neutered Male,2078,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A732444,8,Travis,Stray,Normal,Dog,Spayed Female,731,Terrier Dog Breed,Bi color,8,8,Spayed Female,731,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A743546,2,Austin,Owner Surrender,Normal,Dog,Neutered Male,3485,Working Dog Breed,Pattern,4,8,Neutered Male,3528,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A699396,3,Austin,Stray,Normal,Cat,Intact Female,273,Domestic Cat Breed,Pattern,4,6,Spayed Female,282,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A766967,12,Austin,Owner Surrender,Normal,Cat,Neutered Male,964,Domestic Cat Breed,Bi color,12,4,Neutered Male,967,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A731781,7,Austin,Stray,Normal,Dog,Intact Female,731,Terrier Dog Breed,Bi color,8,7,Spayed Female,736,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A718029,12,Austin,Stray,Normal,Dog,Neutered Male,365,Herding Dog Breed,Blue series,12,12,Neutered Male,370,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A793058,4,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Black,4,4,Unknown,366,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A793164,4,Austin,Stray,Normal,Cat,Intact Male,38,Domestic Cat Breed,Pattern,6,3,Neutered Male,103,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A677708,4,Austin,Stray,Nursing,Cat,Intact Male,29,Domestic Cat Breed,Black,4,3,Intact Male,29,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A791693,3,Austin,Stray,Normal,Dog,Intact Male,365,Terrier Dog Breed,Bi color,4,3,Neutered Male,370,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A725662,5,Austin,Stray,Nursing,Cat,Unknown,0,Domestic Cat Breed,Pattern,5,5,Unknown,0,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A709716,8,Austin,Stray,Normal,Cat,Intact Female,730,Domestic Cat Breed,Pattern,8,8,Intact Female,731,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A802661,8,Austin,Stray,Normal,Dog,Intact Female,1095,Retriever Dog Breed,Bi color,8,8,Intact Female,1095,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A805715,10,Austin,Stray,Normal,Dog,Intact Male,518,Working Dog Breed,Bi color,10,5,Intact Male,518,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A783898,11,Austin,Owner Surrender,Normal,Cat,Spayed Female,4018,Domestic Cat Breed,Pattern,12,11,Spayed Female,4050,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A812838,1,Austin,Owner Surrender,Normal,Dog,Intact Male,730,Toy Breed,Bi color,1,1,Neutered Male,732,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A679365,5,Austin,Stray,Normal,Dog,Spayed Female,1460,Retriever Dog Breed,Black,5,5,Spayed Female,1462,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A799087,7,Travis,Stray,Normal,Cat,Intact Male,50,Domestic Cat Breed,Pattern,9,5,Neutered Male,118,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A707124,7,Austin,Stray,Normal,Dog,Neutered Male,730,Toy Breed,Bi color,7,7,Neutered Male,735,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A598437,9,Travis,Stray,Normal,Cat,Neutered Male,2198,Domestic Cat Breed,Pattern,10,9,Neutered Male,2217,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A727240,5,Travis,Stray,Normal,Cat,Unknown,7,Domestic Cat Breed,Pattern,5,5,Unknown,7,1.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A669883,12,Lago Vista,Owner Surrender,Normal,Cat,Neutered Male,1096,Shorthair Cat Breed,Pattern,5,12,Neutered Male,1219,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
